Sales,Discount,Quantity,Shipping_Cost,Category,Market,Segment,Ship_Mode,Region,Month_Num,Quarter,Profit_Margin,Profit,Scenario
282,0.44,5,118.47,Furniture,LATAM,Consumer,Standard Class,North,4,2,-11.016273020239291,-31.07,high_discount
224,0.46,4,54.51,Technology,LATAM,Corporate,Standard Class,Canada,6,2,-9.136519003214248,-20.47,high_discount
193,0.32,2,68.48,Office Supplies,Africa,Corporate,Standard Class,Central,10,4,-5.20965776963452,-10.05,high_discount
75,0.4,1,64.36,Technology,EMEA,Consumer,Standard Class,Oceania,8,3,-6.059620906104935,-4.54,high_discount
138,0.34,5,93.61,Office Supplies,US,Corporate,Second Class,EMEA,5,2,-5.721794297432828,-7.9,high_discount
170,0.32,5,36.75,Office Supplies,US,Consumer,Standard Class,Central,12,4,-0.5391513107468482,-0.92,high_discount
574,0.6,3,0.0,Office Supplies,EU,Corporate,Standard Class,Central,10,4,-24.23003738241304,-139.08,high_discount
324,0.4,8,49.28,Office Supplies,Africa,Home Office,Standard Class,Central Asia,12,4,-11.287557717439794,-36.57,high_discount
60,0.54,1,0.0,Office Supplies,EU,Consumer,Standard Class,North Asia,7,3,-14.291091323782567,-8.57,high_discount
319,0.38,1,0.0,Office Supplies,LATAM,Consumer,Same Day,North Asia,8,3,-9.586604805551579,-30.58,high_discount
181,0.5,2,59.97,Furniture,APAC,Corporate,Standard Class,Caribbean,12,4,-15.298400768005225,-27.69,high_discount
143,0.53,3,97.33,Furniture,US,Corporate,Standard Class,Central,8,3,-14.701692050973872,-21.02,high_discount
402,0.48,4,27.59,Technology,US,Corporate,Second Class,EMEA,10,4,-12.005385080824897,-48.26,high_discount
562,0.44,3,44.07,Office Supplies,LATAM,Home Office,Standard Class,Oceania,5,2,-9.355913020274082,-52.58,high_discount
519,0.42,4,123.91,Furniture,APAC,Corporate,First Class,North,7,3,-16.661076844019576,-86.47,high_discount
125,0.4,1,40.17,Office Supplies,EMEA,Home Office,Standard Class,EMEA,3,1,-6.735800105796573,-8.42,high_discount
192,0.58,7,175.44,Technology,APAC,Corporate,Standard Class,EMEA,4,2,-16.201728042039697,-31.11,high_discount
321,0.55,3,58.78,Office Supplies,US,Consumer,Standard Class,Africa,1,1,-16.580885153519354,-53.22,high_discount
537,0.59,6,0.0,Technology,Africa,Consumer,Standard Class,Africa,1,1,-19.336716216106183,-103.84,high_discount
168,0.34,4,69.54,Office Supplies,EU,Consumer,First Class,Central,12,4,-10.38325024670152,-17.44,high_discount
212,0.52,5,48.21,Furniture,LATAM,Corporate,First Class,North,5,2,-17.69024380575149,-37.5,high_discount
101,0.58,5,100.27,Furniture,US,Consumer,Standard Class,Africa,9,3,-28.99020945743836,-29.28,high_discount
94,0.35,4,64.95,Office Supplies,EMEA,Home Office,Standard Class,Africa,11,4,-6.952051476727604,-6.53,high_discount
472,0.32,5,18.44,Office Supplies,EU,Corporate,First Class,Central,9,3,-1.3764544007400903,-6.5,high_discount
729,0.52,7,0.0,Furniture,Africa,Corporate,First Class,West,4,2,-18.624306792380896,-135.77,high_discount
232,0.47,4,14.4,Office Supplies,APAC,Consumer,Standard Class,Central,10,4,-7.35497206563056,-17.06,high_discount
550,0.55,5,0.0,Furniture,EU,Consumer,Standard Class,EMEA,9,3,-17.92467254225468,-98.59,high_discount
329,0.34,3,0.0,Office Supplies,US,Consumer,Standard Class,Southeast Asia,10,4,-7.361695164976732,-24.22,high_discount
147,0.54,7,60.1,Office Supplies,EMEA,Consumer,First Class,Africa,11,4,-17.31805986044569,-25.46,high_discount
329,0.36,2,122.06,Office Supplies,APAC,Consumer,Standard Class,South,12,4,-6.7421121076333055,-22.18,high_discount
843,0.35,8,48.99,Office Supplies,US,Corporate,Standard Class,Oceania,9,3,-10.746530290038383,-90.59,high_discount
239,0.35,3,0.0,Technology,EU,Home Office,Second Class,Africa,6,2,-5.82119674945306,-13.91,high_discount
861,0.54,1,51.85,Office Supplies,LATAM,Home Office,Standard Class,Southeast Asia,9,3,-19.082282720939588,-164.3,high_discount
30,0.5,4,94.94,Office Supplies,APAC,Corporate,Standard Class,West,2,1,-21.10866150856781,-6.33,high_discount
475,0.46,2,0.0,Office Supplies,EMEA,Consumer,Standard Class,Africa,12,4,-12.457519595245072,-59.17,high_discount
264,0.41,5,18.7,Office Supplies,APAC,Home Office,Standard Class,North,3,1,-10.34721553395912,-27.32,high_discount
194,0.56,2,27.22,Furniture,LATAM,Home Office,Standard Class,Central,6,2,-26.618681703934726,-51.64,high_discount
265,0.42,2,0.0,Furniture,LATAM,Consumer,Standard Class,South,11,4,-11.987361404168002,-31.77,high_discount
50,0.54,1,63.52,Office Supplies,EMEA,Corporate,Standard Class,EMEA,9,3,-15.252381765927128,-7.63,high_discount
206,0.43,2,19.45,Furniture,US,Consumer,Standard Class,Africa,7,3,-13.118896563405334,-27.02,high_discount
328,0.41,1,50.41,Technology,US,Corporate,First Class,North,8,3,-7.572204525626908,-24.84,high_discount
804,0.44,1,0.0,Office Supplies,LATAM,Home Office,Second Class,South,11,4,-9.625673544744433,-77.39,high_discount
162,0.39,5,1.31,Furniture,US,Consumer,Standard Class,Central,6,2,-9.359338918569929,-15.16,high_discount
129,0.52,5,67.77,Office Supplies,EU,Home Office,Standard Class,North,11,4,-15.277789290840937,-19.71,high_discount
165,0.45,4,5.01,Office Supplies,EMEA,Corporate,Standard Class,South,2,1,-14.473836751304283,-23.88,high_discount
512,0.37,1,125.33,Furniture,Africa,Home Office,Standard Class,West,11,4,-9.370197703466458,-47.98,high_discount
320,0.57,3,3.48,Office Supplies,APAC,Consumer,Standard Class,Central,11,4,-15.613558047523558,-49.96,high_discount
161,0.42,3,39.25,Furniture,US,Home Office,Second Class,Africa,4,2,-14.98988717583519,-24.13,high_discount
371,0.46,1,79.81,Furniture,APAC,Consumer,Standard Class,Central Asia,7,3,-9.306181982602707,-34.53,high_discount
266,0.57,7,0.0,Office Supplies,EU,Consumer,Standard Class,Central,4,2,-20.776892801956148,-55.27,high_discount
535,0.49,5,0.0,Furniture,LATAM,Consumer,Standard Class,North,10,4,-17.30277895997959,-92.57,high_discount
140,0.34,3,0.0,Office Supplies,LATAM,Home Office,Second Class,Central,8,3,-7.4174567880190105,-10.38,high_discount
189,0.58,4,98.72,Office Supplies,LATAM,Corporate,Standard Class,Africa,9,3,-19.130187492239216,-36.16,high_discount
180,0.49,4,0.0,Technology,US,Home Office,Second Class,Africa,4,2,-16.626665077905823,-29.93,high_discount
76,0.4,1,172.95,Furniture,LATAM,Home Office,Standard Class,EMEA,5,2,-13.638125396450164,-10.36,high_discount
312,0.34,3,0.0,Office Supplies,US,Consumer,First Class,North,1,1,-8.676363601045704,-27.07,high_discount
303,0.54,2,36.95,Office Supplies,LATAM,Consumer,First Class,North Asia,6,2,-16.993984956323132,-51.49,high_discount
247,0.49,1,114.73,Technology,APAC,Consumer,Standard Class,Central,9,3,-8.416657873473277,-20.79,high_discount
204,0.46,3,141.32,Technology,US,Consumer,Standard Class,Central,11,4,-7.661981438656347,-15.63,high_discount
79,0.57,8,144.49,Technology,LATAM,Consumer,Standard Class,East,10,4,-23.314978082576673,-18.42,high_discount
176,0.54,5,95.61,Office Supplies,EU,Consumer,Standard Class,Africa,7,3,-11.273791041216365,-19.84,high_discount
187,0.35,2,85.05,Office Supplies,US,Consumer,Second Class,North Asia,12,4,-5.114160178137395,-9.56,high_discount
129,0.39,5,60.33,Office Supplies,LATAM,Consumer,First Class,Africa,10,4,-10.729497421479003,-13.84,high_discount
216,0.37,7,70.97,Technology,APAC,Consumer,Second Class,Southeast Asia,12,4,-3.7286162430271768,-8.05,high_discount
340,0.52,6,0.0,Office Supplies,LATAM,Consumer,First Class,EMEA,8,3,-15.671430532491925,-53.28,high_discount
1114,0.31,4,0.0,Office Supplies,Africa,Home Office,Standard Class,West,5,2,-5.600546150854692,-62.39,high_discount
283,0.47,2,26.18,Furniture,US,Corporate,Standard Class,North Asia,2,1,-15.606249997973773,-44.17,high_discount
302,0.53,5,16.62,Office Supplies,US,Home Office,Second Class,Africa,10,4,-18.622416862860923,-56.24,high_discount
232,0.56,4,0.41,Furniture,US,Consumer,Standard Class,Central,3,1,-22.81308597807007,-52.93,high_discount
53,0.4,6,66.28,Technology,APAC,Consumer,Second Class,South,6,2,-8.058837407265253,-4.27,high_discount
241,0.55,5,81.11,Furniture,EU,Corporate,Standard Class,Central,8,3,-25.29801386921896,-60.97,high_discount
258,0.33,6,31.44,Office Supplies,US,Consumer,Standard Class,South,9,3,-4.362490589353849,-11.26,high_discount
1768,0.55,2,111.03,Office Supplies,APAC,Consumer,Same Day,South,9,3,-16.244101690450986,-287.2,high_discount
211,0.34,6,0.0,Technology,LATAM,Consumer,Standard Class,Africa,4,2,-0.8553492117708854,-1.8,high_discount
313,0.42,4,15.28,Furniture,LATAM,Consumer,Same Day,Africa,6,2,-10.740224242094296,-33.62,high_discount
239,0.54,8,0.0,Technology,EU,Consumer,Same Day,EMEA,9,3,-13.4269793699554,-32.09,high_discount
96,0.34,2,0.0,Office Supplies,Africa,Consumer,Second Class,Africa,12,4,-6.998176494650712,-6.72,high_discount
614,0.37,7,21.64,Technology,APAC,Corporate,Second Class,Central,10,4,-1.6810084067064328,-10.32,high_discount
449,0.52,4,19.4,Technology,EU,Consumer,Standard Class,Central,12,4,-17.272552619525808,-77.55,high_discount
464,0.52,2,113.09,Technology,APAC,Consumer,First Class,Central,11,4,-15.902014147537443,-73.79,high_discount
119,0.49,2,62.52,Technology,Africa,Corporate,Standard Class,North,9,3,-14.292600214269733,-17.01,high_discount
757,0.51,3,0.0,Furniture,APAC,Consumer,Standard Class,Central,4,2,-15.35983182258207,-116.27,high_discount
80,0.46,4,132.61,Technology,LATAM,Consumer,Second Class,South,10,4,-6.771634457579775,-5.42,high_discount
394,0.38,5,96.34,Office Supplies,US,Home Office,Standard Class,EMEA,9,3,-6.338084288865016,-24.97,high_discount
1421,0.4,2,59.73,Office Supplies,US,Consumer,Standard Class,Southeast Asia,9,3,-5.784210404364608,-82.19,high_discount
111,0.35,3,13.4,Office Supplies,EU,Consumer,Standard Class,Central,8,3,-8.637848347235964,-9.59,high_discount
156,0.57,8,0.0,Office Supplies,LATAM,Consumer,Standard Class,Oceania,8,3,-18.154214640417056,-28.32,high_discount
266,0.48,7,5.05,Office Supplies,LATAM,Consumer,First Class,Oceania,6,2,-14.17552328514949,-37.71,high_discount
164,0.42,4,88.76,Office Supplies,LATAM,Corporate,Standard Class,Southeast Asia,8,3,-7.6593536883452575,-12.56,high_discount
71,0.44,4,134.36,Office Supplies,APAC,Corporate,First Class,Central Asia,4,2,-11.745672697656591,-8.34,high_discount
260,0.58,4,114.8,Office Supplies,EU,Consumer,Second Class,Central,11,4,-20.95482866523024,-54.48,high_discount
105,0.35,5,0.0,Furniture,LATAM,Corporate,First Class,Central,4,2,-7.37727444431703,-7.75,high_discount
360,0.48,1,0.0,Furniture,LATAM,Consumer,Standard Class,North Asia,2,1,-14.171492498426298,-51.02,high_discount
118,0.45,3,34.45,Office Supplies,US,Consumer,Second Class,North,7,3,-14.005035584540405,-16.53,high_discount
851,0.48,1,0.0,Furniture,Africa,Corporate,Standard Class,Africa,9,3,-16.983227014057125,-144.53,high_discount
131,0.31,4,44.89,Office Supplies,EU,Consumer,First Class,Oceania,7,3,-6.7753219009249595,-8.88,high_discount
190,0.56,5,17.92,Office Supplies,APAC,Consumer,Standard Class,Oceania,5,2,-26.09418305247882,-49.58,high_discount
472,0.58,2,0.0,Office Supplies,APAC,Consumer,First Class,Central Asia,9,3,-19.19862110575881,-90.62,high_discount
92,0.47,7,0.0,Office Supplies,Africa,Consumer,Same Day,Canada,6,2,-11.373283931236104,-10.46,high_discount
295,0.51,1,55.8,Technology,LATAM,Consumer,Standard Class,West,12,4,-11.813799572739825,-34.85,high_discount
701,0.58,1,0.0,Technology,APAC,Home Office,Standard Class,South,12,4,-22.6486851532631,-158.77,high_discount
68,0.51,4,0.0,Office Supplies,EU,Consumer,Second Class,North Asia,8,3,-16.652548290229426,-11.32,high_discount
285,0.35,6,0.0,Office Supplies,US,Consumer,Standard Class,Central,6,2,-12.655043280153244,-36.07,high_discount
303,0.47,7,24.8,Office Supplies,US,Consumer,First Class,South,10,4,-9.090896677037446,-27.55,high_discount
460,0.48,2,127.92,Office Supplies,LATAM,Corporate,Standard Class,North Asia,1,1,-17.058163746354253,-78.47,high_discount
91,0.43,6,121.56,Office Supplies,APAC,Corporate,Standard Class,South,8,3,-7.033789171620311,-6.4,high_discount
85,0.52,3,0.19,Office Supplies,Africa,Corporate,Same Day,South,6,2,-13.362391068947566,-11.36,high_discount
374,0.58,3,0.0,Technology,LATAM,Corporate,Second Class,Central,12,4,-19.50177105760818,-72.94,high_discount
312,0.58,5,53.24,Furniture,US,Home Office,First Class,East,1,1,-26.19835485380323,-81.74,high_discount
301,0.44,5,0.0,Office Supplies,US,Consumer,Standard Class,North,9,3,-10.348889350840984,-31.15,high_discount
325,0.33,1,43.67,Furniture,EU,Corporate,Second Class,Oceania,10,4,-10.332972111549214,-33.58,high_discount
143,0.6,7,70.27,Office Supplies,LATAM,Home Office,Standard Class,South,8,3,-20.692546073525378,-29.59,high_discount
296,0.55,7,96.68,Office Supplies,LATAM,Home Office,Second Class,Southeast Asia,2,1,-19.448482772420753,-57.57,high_discount
311,0.34,2,20.64,Office Supplies,EU,Home Office,Second Class,Southeast Asia,12,4,-10.743475243396903,-33.41,high_discount
139,0.58,4,14.71,Technology,EMEA,Consumer,Standard Class,South,8,3,-23.491404057373373,-32.65,high_discount
1096,0.56,5,0.0,Furniture,Africa,Consumer,Standard Class,EMEA,9,3,-20.91994725451621,-229.28,high_discount
360,0.46,4,0.0,Office Supplies,APAC,Consumer,Standard Class,Central,5,2,-14.284673238991878,-51.42,high_discount
95,0.48,2,13.4,Office Supplies,APAC,Corporate,Second Class,Caribbean,8,3,-15.459269450742394,-14.69,high_discount
416,0.42,2,47.42,Technology,Africa,Consumer,Standard Class,Oceania,7,3,-5.112408482718643,-21.27,high_discount
113,0.32,3,78.72,Office Supplies,US,Consumer,Second Class,Central Asia,2,1,-0.6796731701026646,-0.77,high_discount
462,0.4,6,0.0,Furniture,EMEA,Home Office,Standard Class,South,3,1,-12.817634164085428,-59.22,high_discount
622,0.54,5,111.9,Office Supplies,APAC,Consumer,Second Class,Southeast Asia,11,4,-18.42179612072959,-114.58,high_discount
127,0.3,3,10.84,Office Supplies,EU,Home Office,Second Class,Southeast Asia,5,2,-1.4995709006583486,-1.9,high_discount
532,0.4,5,25.15,Office Supplies,US,Consumer,Standard Class,Oceania,4,2,-13.070806709098726,-69.54,high_discount
342,0.42,1,0.0,Technology,US,Consumer,Standard Class,Caribbean,8,3,-6.530540835756908,-22.33,high_discount
475,0.46,6,0.0,Office Supplies,LATAM,Consumer,Standard Class,EMEA,11,4,-10.94434208453354,-51.99,high_discount
1124,0.58,1,77.03,Technology,APAC,Corporate,Second Class,Central,2,1,-14.75930937474711,-165.89,high_discount
202,0.4,3,68.59,Office Supplies,EU,Consumer,First Class,Oceania,9,3,-14.810258107507394,-29.92,high_discount
134,0.4,1,10.26,Technology,LATAM,Consumer,Standard Class,West,3,1,-8.284065809426822,-11.1,high_discount
120,0.52,1,30.21,Furniture,EU,Home Office,Second Class,Africa,1,1,-21.834789758470404,-26.2,high_discount
128,0.44,6,55.94,Technology,Africa,Consumer,Standard Class,Central,2,1,-8.100339136772359,-10.37,high_discount
231,0.37,2,0.0,Office Supplies,LATAM,Corporate,Standard Class,North,11,4,-5.757766260696047,-13.3,high_discount
323,0.44,4,0.0,Office Supplies,EMEA,Corporate,First Class,South,3,1,-6.909868777662054,-22.32,high_discount
307,0.34,3,71.88,Office Supplies,APAC,Consumer,Standard Class,EMEA,1,1,-6.884896441104221,-21.14,high_discount
477,0.35,5,0.0,Technology,US,Corporate,Standard Class,Oceania,7,3,-4.492717494927642,-21.43,high_discount
249,0.45,4,43.2,Office Supplies,Africa,Consumer,Standard Class,West,11,4,-8.550983943363759,-21.29,high_discount
788,0.43,1,0.0,Office Supplies,APAC,Corporate,Standard Class,South,5,2,-9.910269184409085,-78.09,high_discount
199,0.57,6,53.1,Office Supplies,APAC,Consumer,Standard Class,EMEA,7,3,-15.397045466436074,-30.64,high_discount
2172,0.41,2,24.33,Office Supplies,EU,Corporate,Standard Class,South,1,1,-8.73381599097049,-189.7,high_discount
406,0.47,1,0.0,Technology,APAC,Consumer,Second Class,Central,7,3,-13.671349856139813,-55.51,high_discount
124,0.49,3,93.11,Office Supplies,US,Corporate,Standard Class,Southeast Asia,9,3,-18.39938506433342,-22.82,high_discount
104,0.3,7,0.0,Technology,Africa,Consumer,Standard Class,North Asia,9,3,-4.654536747176787,-4.84,high_discount
362,0.5,5,0.0,Office Supplies,EU,Consumer,Standard Class,EMEA,6,2,-13.01384449572458,-47.11,high_discount
206,0.35,3,37.87,Office Supplies,LATAM,Consumer,Standard Class,West,6,2,-2.4342095307389755,-5.01,high_discount
436,0.59,3,92.19,Office Supplies,EU,Consumer,Second Class,North Asia,3,1,-14.851913575840856,-64.75,high_discount
359,0.34,3,0.0,Office Supplies,US,Home Office,Same Day,East,6,2,-2.8706840030302816,-10.31,high_discount
232,0.42,8,29.91,Office Supplies,APAC,Consumer,Standard Class,Central,3,1,-6.711484267395042,-15.57,high_discount
125,0.33,4,50.95,Technology,EU,Home Office,First Class,Central Asia,11,4,-3.5400489979610548,-4.43,high_discount
73,0.6,4,66.09,Office Supplies,US,Home Office,Standard Class,EMEA,12,4,-24.46924745023157,-17.86,high_discount
172,0.45,6,36.49,Furniture,US,Corporate,Standard Class,South,12,4,-12.44976200274734,-21.41,high_discount
489,0.48,4,5.35,Office Supplies,LATAM,Consumer,Standard Class,Central,11,4,-12.546957743281794,-61.35,high_discount
292,0.32,3,0.0,Office Supplies,US,Consumer,Standard Class,North,9,3,-3.8776668769773215,-11.32,high_discount
90,0.52,3,31.31,Technology,APAC,Corporate,Standard Class,Central,10,4,-12.037885558101033,-10.83,high_discount
283,0.36,3,0.0,Office Supplies,APAC,Consumer,Second Class,South,6,2,-5.63044355262538,-15.93,high_discount
335,0.57,3,0.0,Office Supplies,EMEA,Consumer,Standard Class,South,9,3,-15.348549420439312,-51.42,high_discount
121,0.36,5,51.39,Office Supplies,US,Corporate,First Class,Southeast Asia,8,3,-2.7150432455491305,-3.29,high_discount
278,0.36,4,78.17,Office Supplies,APAC,Home Office,Standard Class,North Asia,8,3,-4.967338942978957,-13.81,high_discount
258,0.31,5,0.0,Furniture,LATAM,Corporate,Standard Class,South,11,4,-4.062591382311217,-10.48,high_discount
98,0.44,3,0.0,Office Supplies,APAC,Consumer,Second Class,East,5,2,-9.857812342725671,-9.66,high_discount
328,0.47,4,61.85,Technology,LATAM,Corporate,Standard Class,East,6,2,-11.583509196103856,-37.99,high_discount
386,0.32,1,144.26,Furniture,LATAM,Consumer,Standard Class,Southeast Asia,12,4,-4.930305975260579,-19.03,high_discount
586,0.53,6,27.57,Office Supplies,APAC,Consumer,Second Class,Central,2,1,-20.983485206577786,-122.96,high_discount
572,0.44,4,0.0,Furniture,EU,Home Office,First Class,Oceania,8,3,-11.238325343112349,-64.28,high_discount
81,0.46,6,15.9,Office Supplies,US,Consumer,Second Class,Central Asia,12,4,-16.183568819298106,-13.11,high_discount
116,0.43,1,105.15,Furniture,EU,Consumer,Second Class,Oceania,9,3,-12.942590139615803,-15.01,high_discount
372,0.42,8,0.0,Office Supplies,US,Consumer,Second Class,South,8,3,-12.735461875278476,-47.38,high_discount
371,0.47,3,0.0,Technology,APAC,Home Office,First Class,North,5,2,-8.53983305077672,-31.68,high_discount
372,0.35,6,0.0,Office Supplies,Africa,Corporate,Standard Class,Oceania,6,2,-6.101775677783727,-22.7,high_discount
5375,0.35,1,0.0,Office Supplies,EMEA,Corporate,Standard Class,North,11,4,-10.784267874489997,-579.65,high_discount
389,0.56,5,33.4,Technology,EMEA,Corporate,Standard Class,Central,9,3,-14.337901106944564,-55.77,high_discount
611,0.58,1,119.46,Technology,EMEA,Consumer,Standard Class,South,8,3,-18.533762330498128,-113.24,high_discount
528,0.41,2,44.89,Office Supplies,Africa,Consumer,Second Class,Southeast Asia,3,1,-6.95655983755989,-36.73,high_discount
415,0.38,8,11.92,Office Supplies,EU,Consumer,Second Class,East,1,1,-7.796022933796779,-32.35,high_discount
191,0.49,3,9.66,Technology,APAC,Consumer,Standard Class,Central,12,4,-10.213737043835884,-19.51,high_discount
452,0.42,4,0.0,Technology,US,Consumer,Standard Class,Central Asia,6,2,-10.072706865045635,-45.53,high_discount
132,0.31,5,76.98,Furniture,US,Home Office,Second Class,South,9,3,-8.367996694282088,-11.05,high_discount
203,0.35,5,21.92,Technology,US,Consumer,Standard Class,Oceania,2,1,-4.375915908303254,-8.88,high_discount
167,0.51,4,16.03,Furniture,EU,Consumer,Second Class,West,10,4,-16.029892559272334,-26.77,high_discount
263,0.5,4,209.33,Technology,APAC,Consumer,Standard Class,Southeast Asia,12,4,-6.967868736583532,-18.33,high_discount
1570,0.31,9,43.49,Office Supplies,LATAM,Consumer,Standard Class,Central Asia,9,3,-6.01551525522863,-94.44,high_discount
55,0.37,3,0.0,Office Supplies,Africa,Home Office,Standard Class,South,3,1,-3.9694555660269586,-2.18,high_discount
426,0.37,4,1.95,Technology,EU,Consumer,Standard Class,East,9,3,-10.709032253177106,-45.62,high_discount
67,0.5,6,92.18,Technology,EU,Consumer,First Class,Central,11,4,-15.582568203276868,-10.44,high_discount
168,0.31,6,32.87,Office Supplies,LATAM,Corporate,First Class,West,7,3,-6.476335368560326,-10.88,high_discount
589,0.33,6,0.0,Office Supplies,LATAM,Consumer,Second Class,West,12,4,-8.857526068322167,-52.17,high_discount
259,0.54,5,79.04,Furniture,EMEA,Consumer,Standard Class,Oceania,9,3,-25.150765169362746,-65.14,high_discount
104,0.35,1,0.0,Office Supplies,US,Consumer,Standard Class,South,12,4,-4.761003263586607,-4.95,high_discount
139,0.5,7,133.71,Office Supplies,US,Corporate,Second Class,East,9,3,-15.642203093183584,-21.74,high_discount
424,0.37,1,88.26,Office Supplies,EU,Home Office,Second Class,Central,3,1,-6.06178380718467,-25.7,high_discount
137,0.33,4,0.75,Office Supplies,US,Corporate,Standard Class,Central,6,2,-2.7285819416354617,-3.74,high_discount
293,0.37,2,99.77,Office Supplies,LATAM,Consumer,Standard Class,West,4,2,-6.403149020482399,-18.76,high_discount
255,0.52,3,30.26,Office Supplies,US,Home Office,Second Class,North,12,4,-14.226710471548882,-36.28,high_discount
146,0.56,4,75.24,Office Supplies,EU,Consumer,Standard Class,East,11,4,-18.80859685872681,-27.46,high_discount
1369,0.55,4,54.15,Technology,EU,Consumer,Standard Class,EMEA,10,4,-18.560980164917233,-254.1,high_discount
409,0.42,4,0.0,Office Supplies,US,Consumer,Standard Class,Central,6,2,-7.026557457537611,-28.74,high_discount
48,0.5,7,0.0,Furniture,Africa,Consumer,Standard Class,East,4,2,-19.76733639834338,-9.49,high_discount
286,0.36,5,85.39,Furniture,APAC,Consumer,First Class,Africa,11,4,-12.406788896287276,-35.48,high_discount
145,0.39,3,7.19,Office Supplies,EMEA,Corporate,Same Day,Central,8,3,-8.933753627413196,-12.95,high_discount
487,0.57,6,3.25,Technology,LATAM,Home Office,Standard Class,West,5,2,-18.938432757889537,-92.23,high_discount
130,0.3,6,0.0,Office Supplies,EU,Consumer,Standard Class,North,9,3,-4.252291145968297,-5.53,high_discount
224,0.33,1,50.65,Furniture,APAC,Consumer,Standard Class,Africa,1,1,-6.767838235309601,-15.16,high_discount
369,0.36,5,144.55,Office Supplies,LATAM,Consumer,Standard Class,North,6,2,-5.554974782261617,-20.5,high_discount
492,0.31,5,0.0,Technology,EU,Consumer,Standard Class,East,8,3,-3.2934901992768895,-16.2,high_discount
94,0.35,3,27.76,Office Supplies,APAC,Corporate,Second Class,East,3,1,-7.463116118846234,-7.02,high_discount
188,0.47,7,107.29,Office Supplies,EU,Consumer,Standard Class,West,12,4,-9.97700098568927,-18.76,high_discount
168,0.43,3,21.81,Office Supplies,Africa,Home Office,Standard Class,Central,4,2,-9.310799646798177,-15.64,high_discount
146,0.57,4,52.3,Technology,APAC,Consumer,Standard Class,East,3,1,-9.97480488195437,-14.56,high_discount
1012,0.55,3,0.0,Technology,US,Consumer,Standard Class,Oceania,4,2,-11.459615478775417,-115.97,high_discount
340,0.4,4,50.92,Office Supplies,LATAM,Consumer,Standard Class,West,11,4,-5.567120794320183,-18.93,high_discount
89,0.38,1,15.65,Technology,US,Consumer,Standard Class,EMEA,7,3,-8.963605651367406,-7.98,high_discount
513,0.41,1,82.86,Office Supplies,LATAM,Consumer,Same Day,North Asia,9,3,-7.30841894509973,-37.49,high_discount
1346,0.48,7,94.41,Technology,APAC,Corporate,Standard Class,West,1,1,-10.959320405090729,-147.51,high_discount
563,0.38,2,174.75,Office Supplies,APAC,Consumer,Standard Class,Central,1,1,-9.452945410614749,-53.22,high_discount
73,0.49,1,59.59,Furniture,APAC,Corporate,First Class,EMEA,7,3,-16.895953978402414,-12.33,high_discount
167,0.42,1,45.04,Office Supplies,APAC,Consumer,Same Day,North Asia,11,4,-7.364365396165549,-12.3,high_discount
679,0.47,2,37.51,Office Supplies,US,Consumer,Standard Class,Central,12,4,-11.697505226987364,-79.43,high_discount
139,0.43,1,6.14,Office Supplies,EMEA,Consumer,First Class,Caribbean,2,1,-13.435421404026181,-18.68,high_discount
351,0.39,7,45.77,Office Supplies,EMEA,Corporate,Standard Class,Oceania,8,3,-6.172623259222141,-21.67,high_discount
458,0.58,6,9.45,Office Supplies,US,Consumer,Standard Class,Oceania,12,4,-21.71276262622789,-99.44,high_discount
117,0.53,2,36.03,Office Supplies,APAC,Corporate,Standard Class,South,6,2,-16.149950643107143,-18.9,high_discount
235,0.34,9,101.87,Furniture,LATAM,Consumer,Second Class,South,11,4,-9.310050202431405,-21.88,high_discount
18,0.56,6,0.0,Office Supplies,LATAM,Corporate,Second Class,Central Asia,3,1,-19.256598755206877,-3.47,high_discount
108,0.45,3,91.69,Office Supplies,LATAM,Consumer,Standard Class,South,12,4,-9.701271074878472,-10.48,high_discount
201,0.57,1,101.84,Office Supplies,EU,Corporate,Standard Class,Southeast Asia,10,4,-22.32058115944769,-44.86,high_discount
90,0.54,9,19.61,Office Supplies,EU,Corporate,Second Class,EMEA,12,4,-11.564414777169207,-10.41,high_discount
909,0.43,1,0.0,Office Supplies,LATAM,Home Office,Standard Class,Central,10,4,-16.26325820788349,-147.83,high_discount
78,0.31,1,0.0,Office Supplies,LATAM,Consumer,Standard Class,Central,6,2,-5.393003049764573,-4.21,high_discount
173,0.38,6,100.69,Office Supplies,EMEA,Consumer,Second Class,Africa,12,4,-6.689364330174778,-11.57,high_discount
273,0.46,9,25.07,Office Supplies,US,Consumer,Second Class,Caribbean,5,2,-10.847057500694072,-29.61,high_discount
780,0.49,7,0.0,Office Supplies,LATAM,Home Office,Second Class,EMEA,6,2,-14.701427161715113,-114.67,high_discount
78,0.38,5,0.0,Office Supplies,Africa,Corporate,First Class,EMEA,10,4,-7.972172109004628,-6.22,high_discount
625,0.34,5,74.54,Office Supplies,Africa,Corporate,Standard Class,South,11,4,-4.168349744017153,-26.05,high_discount
248,0.55,5,57.7,Office Supplies,LATAM,Consumer,Second Class,North,12,4,-18.69320843237304,-46.36,high_discount
112,0.6,5,12.69,Furniture,LATAM,Consumer,Second Class,EMEA,4,2,-19.820456226195283,-22.2,high_discount
356,0.46,4,5.36,Office Supplies,EU,Consumer,Standard Class,North Asia,11,4,-10.081952657305195,-35.89,high_discount
